473,Midwestern
757,Southern
57,Midwestern
603,Southern
918,New Englander
995,Southern
369,Midwestern
268,New Englander
46,Southern
349,New Englander
195,Midwestern
102,Midwestern
913,Midwestern
755,Midwestern
1047,New Englander
263,New Englander
820,New Englander
443,New Englander
739,New Englander
304,New Englander
341,Midwestern
313,New Englander
149,New Englander
124,New Englander
898,Midwestern
353,Southern
1013,Midwestern
142,New Englander
470,Southern
399,New Englander
320,Midwestern
19,Midwestern
884,New Englander
1015,Midwestern
883,Southern
407,New Englander
537,Southern
678,Midwestern
38,Southern
175,Midwestern
245,Southern
731,New Englander
823,Midwestern
939,Midwestern
154,Midwestern
638,New Englander
287,New Englander
625,Midwestern
660,New Englander
569,Midwestern
958,Southern
17,Midwestern
127,Midwestern
322,Midwestern
255,Southern
1041,Southern
190,Southern
115,Midwestern
944,Midwestern
606,Southern
180,Midwestern
301,Midwestern
830,Southern
968,New Englander
749,New Englander
920,Midwestern
517,Midwestern
372,Southern
992,Southern
157,New Englander
813,Southern
171,New Englander
16,New Englander
511,Midwestern
48,Midwestern
191,Midwestern
919,Midwestern
852,Midwestern
750,Midwestern
480,New Englander
283,Southern
785,Southern
715,Southern
225,Midwestern
26,Midwestern
855,Southern
437,Midwestern
1030,New Englander
364,New Englander
229,Southern
37,Southern
669,Southern
1042,Southern
374,Midwestern
469,Midwestern
1043,New Englander
687,Southern
930,Southern
914,Midwestern
194,Midwestern
945,Midwestern
503,Southern
1056,New Englander
909,New Englander
579,New Englander
160,Southern
680,New Englander
973,Midwestern
162,New Englander
705,Midwestern
152,Midwestern
764,Midwestern
825,New Englander
111,New Englander
226,Midwestern
752,Southern
103,Southern
421,Midwestern
419,Midwestern
819,New Englander
586,Midwestern
853,Southern
672,Southern
119,Midwestern
53,Southern
403,New Englander
1050,Midwestern
207,New Englander
658,New Englander
923,New Englander
833,New Englander
8,New Englander
882,Midwestern
36,Midwestern
651,Midwestern
253,Midwestern
303,New Englander
982,Southern
571,New Englander
623,Southern
774,Midwestern
786,Southern
262,New Englander
610,Midwestern
297,Midwestern
414,New Englander
150,Midwestern
861,Southern
640,Southern
971,Midwestern
550,Southern
864,Southern
488,New Englander
146,Midwestern
788,Southern
1019,Southern
808,Southern
965,Midwestern
659,Southern
770,Southern
348,Southern
463,Southern
325,New Englander
186,Southern
123,Midwestern
934,Southern
608,Midwestern
143,Midwestern
751,New Englander
1037,Midwestern
197,Southern
609,Midwestern
279,Midwestern
293,Southern
910,New Englander
400,Southern
122,Midwestern
183,New Englander
202,Midwestern
438,Midwestern
246,New Englander
415,New Englander
849,Midwestern
836,Midwestern
989,Midwestern
1026,New Englander
969,Southern
129,Midwestern
637,Southern
402,Midwestern
903,Midwestern
843,New Englander
735,Midwestern
996,Midwestern
219,Midwestern
641,New Englander
998,Southern
993,Midwestern
880,Southern
1003,Midwestern
624,Californian/Pacific Coast
917,Southern
1029,Midwestern
386,Midwestern
1046,Midwestern
806,Midwestern
509,Southern
267,Midwestern
894,Midwestern
441,Southern
496,Midwestern
829,Midwestern
112,New Englander
691,Southern
232,Midwestern
950,Midwestern
607,New Englander
671,New Englander
373,Southern
826,Midwestern
663,New Englander
922,Midwestern
233,Midwestern
818,New Englander
858,Midwestern
676,Southern
317,Midwestern
648,Midwestern
410,Midwestern
980,Midwestern
709,Midwestern
358,Southern
258,Midwestern
744,Midwestern
627,New Englander
632,New Englander
282,Midwestern
376,New Englander
384,New Englander
224,Californian/Pacific Coast
1034,Midwestern
889,Midwestern
472,Midwestern
347,Midwestern
505,New Englander
639,Midwestern
1053,Midwestern
797,New Englander
1014,New Englander
988,Southern
619,Midwestern
936,Southern
877,Californian/Pacific Coast
645,New Englander
926,Midwestern
556,Midwestern
681,Midwestern
577,Midwestern
795,Midwestern
85,Midwestern
242,Midwestern
1011,Southern
159,New Englander
524,Midwestern
540,New Englander
654,Southern
972,Midwestern
938,Midwestern
484,New Englander
733,Southern
563,Southern
240,Midwestern
742,Midwestern
863,Midwestern
574,Midwestern
690,New Englander
460,Midwestern
891,Southern
553,Southern
857,New Englander
959,Midwestern
392,New Englander
794,Midwestern
870,Midwestern
397,Southern
217,Midwestern
4,Californian/Pacific Coast
768,Midwestern
642,Midwestern
979,Midwestern
612,Southern
738,Southern
546,Midwestern
725,Midwestern
1000,Midwestern
683,New Englander
98,New Englander
804,Southern
727,Midwestern
573,Midwestern
406,Midwestern
502,Midwestern
47,Midwestern
32,New Englander
929,Midwestern
779,Midwestern
839,Southern
200,Midwestern
134,New Englander
27,Southern
961,Midwestern
230,Southern
489,Midwestern
378,Midwestern
288,Midwestern
418,Midwestern
674,Midwestern
391,Midwestern
592,Southern
498,New Englander
138,New Englander
62,New Englander
471,Midwestern
647,Southern
128,New Englander
1048,Midwestern
520,Midwestern
838,Midwestern
1039,Midwestern
64,Midwestern
812,Midwestern
14,Midwestern
156,Midwestern
40,Southern
492,Midwestern
379,Midwestern
187,New Englander
763,New Englander
216,Midwestern
921,New Englander
791,Southern
52,New Englander
878,Southern
337,Southern
748,Southern
719,New Englander
724,Midwestern
295,New Englander
701,Midwestern
251,Midwestern
726,Southern
461,New Englander
455,New Englander
270,Midwestern
815,Midwestern
862,Midwestern
269,Midwestern
1031,Midwestern
201,Midwestern
161,Midwestern
555,New Englander
729,New Englander
401,Midwestern
702,Southern
476,Southern
821,New Englander
771,Southern
105,New Englander
565,Southern
389,Southern
1,Midwestern
1024,Southern
1051,Midwestern
561,New Englander
931,Midwestern
80,New Englander
205,Midwestern
34,Southern
942,Midwestern
508,Midwestern
427,New Englander
454,New Englander
1045,Midwestern
366,Southern
91,Southern
339,Southern
564,Southern
345,Southern
1017,Midwestern
241,Midwestern
13,Midwestern
315,Midwestern
600,Midwestern
387,Southern
166,New Englander
840,New Englander
20,Midwestern
646,Midwestern
831,Southern
562,Midwestern
1033,Midwestern
686,Midwestern
957,Midwestern
189,Midwestern
975,New Englander
699,New Englander
510,Midwestern
474,Californian/Pacific Coast
856,New Englander
747,Midwestern
21,New Englander
459,Midwestern
276,Southern
955,Midwestern
385,Midwestern
805,Midwestern
343,Midwestern
130,Midwestern
871,Midwestern
87,New Englander
330,Midwestern
466,Midwestern
121,Midwestern
1044,New Englander
860,Midwestern
